ID_Voo,Data_Partida,Origem,Destino,Duracao_Horas,Preco_Economica,Preco_Executiva,Preco_Premium,Temporada,Antecedencia_Dias,Lotacao_Media,Companhia,Tipo_Rota,Tamanho_Aviao
5398,2023-11-14,BSB,UBA,2.2,325.89,521.42,716.96,Normal,43,87%,Air Regional Connect,Hub-Regional,CRJ900
5399,2019-07-26,POA,IGZ,1.4,280.84,449.34,617.85,Alta,21,71%,Air Regional Connect,Hub-Regional,E190
5400,2021-04-25,POA,JPA,2.3,316.44,506.3,696.17,Normal,32,69%,Air Regional Connect,Hub-Regional,CRJ900
5401,2022-08-04,GRU,SLZ,1.5,338.46,541.54,744.61,Normal,8,80%,Air Regional Connect,Hub-Regional,ATR72
5402,2023-03-12,REC,RBR,1.3,226.37,362.19,498.01,Normal,40,76%,Air Regional Connect,Hub-Regional,E195
5403,2022-04-07,POA,VIX,1.5,320.78,513.25,705.72,Normal,7,86%,Air Regional Connect,Hub-Regional,ATR72
5404,2022-11-26,BSB,RBR,1.0,136.3,218.08,300.0,Normal,42,77%,Air Regional Connect,Hub-Regional,E195
5405,2019-06-24,REC,TBT,1.1,196.21,313.94,431.66,Alta,13,80%,Air Regional Connect,Hub-Regional,CRJ900
5406,2022-04-10,PLU,UBA,1.6,239.74,383.58,527.43,Normal,14,82%,Air Regional Connect,Regional-Regional,E195
5407,2022-12-25,FOR,CGH,2.5,490.68,785.09,1079.5,Alta,8,70%,Air Regional Connect,Hub-Regional,E190
5408,2020-09-24,GRU,RBR,1.6,228.85,366.16,503.47,Normal,27,50%,Air Regional Connect,Hub-Regional,E195
5409,2019-11-24,GRU,THE,1.7,390.02,624.03,858.04,Normal,25,72%,Air Regional Connect,Hub-Regional,E195
5410,2022-11-14,REC,PVH,1.8,388.32,621.31,854.3,Normal,45,80%,Air Regional Connect,Hub-Regional,E195
5411,2023-04-20,FOR,CGH,1.8,345.48,552.77,760.06,Normal,20,70%,Air Regional Connect,Hub-Regional,E195
5412,2023-03-07,NVT,CGR,0.8,120.0,200.0,300.0,Normal,20,74%,Air Regional Connect,Regional-Regional,ATR72
5413,2023-05-16,SOD,IGZ,2.2,556.96,891.14,1225.31,Normal,10,89%,Air Regional Connect,Regional-Regional,E190
5414,2022-02-09,QDV,RBR,2.0,493.12,788.99,1084.86,Normal,8,73%,Air Regional Connect,Regional-Regional,ATR72
5415,2022-09-26,BSB,CGH,1.4,270.26,432.42,594.57,Normal,12,76%,Air Regional Connect,Hub-Regional,E190
5416,2020-09-21,BSB,CXJ,1.6,179.23,286.77,394.31,Normal,17,64%,Air Regional Connect,Hub-Regional,E195
5417,2021-02-26,FOR,JPA,1.2,193.61,309.78,425.94,Normal,34,68%,Air Regional Connect,Hub-Regional,CRJ900
5418,2024-09-09,POA,IGZ,2.1,394.52,631.23,867.94,Normal,6,84%,Air Regional Connect,Hub-Regional,E195
5419,2024-09-27,GRU,SDU,0.8,184.2,294.72,405.24,Normal,42,87%,Air Regional Connect,Hub-Regional,E195
5420,2019-06-10,POA,CGR,2.4,476.93,763.09,1049.25,Alta,9,73%,Air Regional Connect,Hub-Regional,E195
5421,2022-04-24,REC,RBR,2.3,486.35,778.16,1069.97,Normal,25,87%,Air Regional Connect,Hub-Regional,CRJ900
5422,2021-02-05,BSB,SDU,2.4,522.65,836.24,1149.83,Normal,32,74%,Air Regional Connect,Hub-Regional,ATR72
5423,2021-02-07,GRU,CGR,1.8,278.67,445.87,613.07,Normal,34,68%,Air Regional Connect,Hub-Regional,E195
5424,2020-06-01,BSB,CGB,1.9,403.39,645.42,887.46,Alta,34,60%,Air Regional Connect,Hub-Regional,E195
5425,2024-11-04,GRU,THE,2.5,447.8,716.48,985.16,Normal,38,75%,Air Regional Connect,Hub-Regional,E190
5426,2021-04-18,GRU,JPA,1.4,314.9,503.84,692.78,Normal,44,65%,Air Regional Connect,Hub-Regional,E190
5427,2020-09-15,GRU,SLZ,1.1,177.13,283.41,389.69,Normal,4,53%,Air Regional Connect,Hub-Regional,ATR72
5428,2024-02-10,POA,PVH,2.5,493.77,790.03,1086.29,Normal,26,72%,Air Regional Connect,Hub-Regional,CRJ900
5429,2020-09-27,FOR,PMW,1.4,157.97,252.75,347.53,Normal,35,66%,Air Regional Connect,Hub-Regional,ATR72
5430,2020-08-01,GRU,CGH,2.3,247.37,395.79,544.21,Normal,29,67%,Air Regional Connect,Hub-Regional,CRJ900
5431,2024-04-23,FOR,PLU,1.9,270.4,432.64,594.88,Normal,28,85%,Air Regional Connect,Hub-Regional,ATR72
5432,2020-08-11,AJU,NVT,1.1,217.84,348.54,479.25,Normal,38,68%,Air Regional Connect,Regional-Regional,E190
5433,2021-12-25,QDV,BPS,1.9,443.21,709.14,975.06,Alta,30,79%,Air Regional Connect,Regional-Regional,ATR72
5434,2020-04-08,CGH,TBT,1.3,153.31,245.3,337.28,Normal,26,50%,Air Regional Connect,Regional-Regional,CRJ900
5435,2019-12-02,BSB,TBT,1.1,261.18,417.89,574.6,Alta,4,81%,Air Regional Connect,Hub-Regional,CRJ900
5436,2019-06-06,RBR,IGZ,1.5,354.45,567.12,779.79,Alta,5,80%,Air Regional Connect,Regional-Regional,E195
5437,2019-02-22,BSB,PLU,1.9,315.45,504.72,693.99,Normal,32,88%,Air Regional Connect,Hub-Regional,E190
5438,2019-07-15,GRU,NVT,2.1,498.74,797.98,1097.23,Alta,11,90%,Air Regional Connect,Hub-Regional,ATR72
5439,2023-11-22,BSB,UBA,1.7,363.57,581.71,799.85,Normal,19,87%,Air Regional Connect,Hub-Regional,E195
5440,2022-07-20,REC,UBA,2.2,542.22,867.55,1192.88,Alta,10,87%,Air Regional Connect,Hub-Regional,CRJ900
5441,2019-04-15,POA,SDU,1.6,372.24,595.58,818.93,Normal,4,74%,Air Regional Connect,Hub-Regional,E195
5442,2023-05-23,POA,JPA,1.7,314.15,502.64,691.13,Normal,33,76%,Air Regional Connect,Hub-Regional,E195
5443,2023-10-27,FOR,SOD,2.1,429.9,687.84,945.78,Normal,21,78%,Air Regional Connect,Hub-Regional,E190
5444,2019-10-19,BSB,IGZ,2.5,447.94,716.7,985.47,Normal,32,76%,Air Regional Connect,Hub-Regional,E195
5445,2022-08-25,THE,IGZ,1.0,187.05,299.28,411.51,Normal,27,84%,Air Regional Connect,Regional-Regional,ATR72
5446,2019-04-10,GRU,CXJ,1.5,322.59,516.14,709.7,Normal,35,77%,Air Regional Connect,Hub-Regional,CRJ900
5447,2023-09-04,TBT,RBR,2.5,540.28,864.45,1188.62,Normal,18,87%,Air Regional Connect,Regional-Regional,E195
5448,2019-08-11,GRU,PLU,1.4,283.16,453.06,622.95,Normal,29,80%,Air Regional Connect,Hub-Regional,CRJ900
5449,2019-04-15,FOR,AJU,2.0,362.81,580.5,798.18,Normal,22,80%,Air Regional Connect,Hub-Regional,E195
5450,2021-06-20,POA,JPA,1.9,346.34,554.14,761.95,Alta,8,71%,Air Regional Connect,Hub-Regional,E190
5451,2020-07-25,REC,RBR,1.7,323.35,517.36,711.37,Alta,33,65%,Air Regional Connect,Hub-Regional,CRJ900
5452,2023-12-14,REC,XAP,1.2,215.25,344.4,473.55,Alta,10,72%,Air Regional Connect,Hub-Regional,E195
5453,2019-05-19,GRU,TBT,1.9,393.66,629.86,866.05,Normal,36,74%,Air Regional Connect,Hub-Regional,CRJ900
5454,2024-01-05,CGB,CGH,0.8,131.24,209.98,300.0,Alta,17,84%,Air Regional Connect,Regional-Regional,E190
5455,2023-10-19,FOR,XAP,1.6,276.52,442.43,608.34,Normal,18,79%,Air Regional Connect,Hub-Regional,E190
5456,2020-03-03,SDU,PVH,1.2,122.24,200.0,300.0,Normal,29,65%,Air Regional Connect,Regional-Regional,E195
5457,2019-10-26,BSB,UBA,1.4,197.28,315.65,434.02,Normal,6,72%,Air Regional Connect,Hub-Regional,ATR72
5458,2022-12-15,PMW,SOD,1.4,359.26,574.82,790.37,Alta,9,85%,Air Regional Connect,Regional-Regional,E195
5459,2024-02-07,JPA,PMW,2.3,504.5,807.2,1109.9,Normal,43,72%,Air Regional Connect,Regional-Regional,CRJ900
5460,2023-08-20,REC,NVT,2.0,259.32,414.91,570.5,Normal,24,79%,Air Regional Connect,Hub-Regional,E190
5461,2022-06-28,FOR,SDU,1.2,315.67,505.07,694.47,Alta,43,78%,Air Regional Connect,Hub-Regional,E190
5462,2022-06-06,POA,PVH,2.1,635.11,1016.18,1397.24,Alta,38,81%,Air Regional Connect,Hub-Regional,CRJ900
5463,2020-06-21,FOR,CXJ,2.0,260.21,416.34,572.46,Alta,17,57%,Air Regional Connect,Hub-Regional,ATR72
5464,2024-09-28,BSB,JPA,2.1,504.53,807.25,1109.97,Normal,3,80%,Air Regional Connect,Hub-Regional,E190
5465,2022-09-07,SLZ,VIX,1.6,322.85,516.56,710.27,Normal,16,81%,Air Regional Connect,Regional-Regional,CRJ900
5466,2024-07-12,FOR,PVH,1.3,400.52,640.83,881.14,Alta,6,78%,Air Regional Connect,Hub-Regional,E190
5467,2021-05-22,BSB,SLZ,1.6,254.02,406.43,558.84,Normal,40,73%,Air Regional Connect,Hub-Regional,E190
5468,2024-11-08,GRU,VIX,2.2,589.78,943.65,1297.52,Normal,9,73%,Air Regional Connect,Hub-Regional,E190
5469,2022-11-12,POA,CGH,1.4,326.21,521.94,717.66,Normal,29,78%,Air Regional Connect,Hub-Regional,E195
5470,2020-01-24,POA,AJU,1.8,387.84,620.54,853.25,Alta,16,63%,Air Regional Connect,Hub-Regional,CRJ900
5471,2024-07-07,QDV,TBT,1.2,202.55,324.08,445.61,Alta,41,89%,Air Regional Connect,Regional-Regional,CRJ900
5472,2023-08-13,GRU,CGR,1.6,385.41,616.66,847.9,Normal,8,72%,Air Regional Connect,Hub-Regional,E195
5473,2024-02-18,BSB,NVT,2.4,564.64,903.42,1242.21,Normal,32,74%,Air Regional Connect,Hub-Regional,E195
5474,2022-01-26,FOR,THE,1.2,183.31,293.3,403.28,Alta,20,83%,Air Regional Connect,Hub-Regional,E190
5475,2019-10-11,FOR,TBT,2.1,427.85,684.56,941.27,Normal,25,72%,Air Regional Connect,Hub-Regional,E190
5476,2023-10-14,FOR,CGR,1.7,243.16,389.06,534.95,Normal,38,80%,Air Regional Connect,Hub-Regional,CRJ900
5477,2022-12-08,POA,IGZ,1.0,288.44,461.5,634.57,Alta,21,83%,Air Regional Connect,Hub-Regional,ATR72
5478,2019-09-01,GRU,JPA,1.0,168.24,269.18,370.13,Normal,10,88%,Air Regional Connect,Hub-Regional,E195
5479,2020-03-21,REC,PMW,1.7,240.18,384.29,528.4,Normal,3,61%,Air Regional Connect,Hub-Regional,ATR72
5480,2021-03-06,RBR,PVH,2.2,288.61,461.78,634.94,Normal,10,70%,Air Regional Connect,Regional-Regional,CRJ900
5481,2022-08-20,BSB,XAP,2.3,311.03,497.65,684.27,Normal,3,83%,Air Regional Connect,Hub-Regional,CRJ900
5482,2021-01-19,POA,SOD,1.4,399.46,639.14,878.81,Alta,36,76%,Air Regional Connect,Hub-Regional,E190
5483,2020-10-27,GRU,CGB,1.4,135.15,216.24,300.0,Normal,41,53%,Air Regional Connect,Hub-Regional,ATR72
5484,2022-10-26,GRU,AJU,2.2,392.16,627.46,862.75,Normal,15,80%,Air Regional Connect,Hub-Regional,ATR72
5485,2024-05-04,CXJ,PVH,1.8,427.87,684.59,941.31,Normal,44,80%,Air Regional Connect,Regional-Regional,ATR72
5486,2022-08-15,POA,AJU,1.9,368.23,589.17,810.11,Normal,45,77%,Air Regional Connect,Hub-Regional,CRJ900
5487,2022-04-21,GRU,UBA,1.5,185.84,297.34,408.85,Normal,5,85%,Air Regional Connect,Hub-Regional,CRJ900
5488,2023-07-02,FOR,CXJ,1.5,365.1,584.16,803.22,Alta,30,74%,Air Regional Connect,Hub-Regional,ATR72
5489,2023-10-22,GRU,SOD,2.0,495.27,792.43,1089.59,Normal,14,72%,Air Regional Connect,Hub-Regional,E190
5490,2022-01-15,REC,RBR,1.2,303.39,485.42,667.46,Alta,4,81%,Air Regional Connect,Hub-Regional,E195
5491,2022-08-06,GRU,QDV,1.6,271.38,434.21,597.04,Normal,30,73%,Air Regional Connect,Hub-Regional,E195
5492,2024-08-09,REC,JPA,0.8,191.33,306.13,420.93,Normal,37,83%,Air Regional Connect,Hub-Regional,CRJ900
5493,2019-07-17,GRU,SLZ,1.1,295.62,472.99,650.36,Alta,6,84%,Air Regional Connect,Hub-Regional,E195
5494,2020-01-24,THE,AJU,1.1,187.71,300.34,412.96,Alta,14,63%,Air Regional Connect,Regional-Regional,CRJ900
5495,2024-11-18,POA,SLZ,1.0,196.36,314.18,431.99,Normal,33,74%,Air Regional Connect,Hub-Regional,E195
5496,2019-04-01,FOR,JPA,0.9,136.25,218.0,300.0,Normal,9,84%,Air Regional Connect,Hub-Regional,E195
5497,2022-03-23,POA,QDV,1.5,276.55,442.48,608.41,Normal,20,84%,Air Regional Connect,Hub-Regional,E190
5498,2024-12-10,REC,SLZ,1.6,402.87,644.59,886.31,Alta,35,83%,Air Regional Connect,Hub-Regional,E190
5499,2020-11-26,BSB,CGR,2.1,396.5,634.4,872.3,Normal,28,50%,Air Regional Connect,Hub-Regional,CRJ900
5500,2024-01-13,SLZ,PVH,1.9,495.98,793.57,1091.16,Alta,38,73%,Air Regional Connect,Regional-Regional,E190
5501,2023-12-06,FOR,CXJ,1.3,230.93,369.49,508.05,Alta,22,71%,Air Regional Connect,Hub-Regional,ATR72
5502,2024-06-03,POA,UBA,1.6,376.11,601.78,827.44,Alta,4,80%,Air Regional Connect,Hub-Regional,E195
5503,2023-03-12,GRU,VIX,1.1,155.24,248.38,341.53,Normal,37,74%,Air Regional Connect,Hub-Regional,E195
5504,2024-04-10,BSB,TBT,1.1,171.83,274.93,378.03,Normal,12,85%,Air Regional Connect,Hub-Regional,E195
5505,2023-01-26,BSB,SDU,1.2,192.48,307.97,423.46,Alta,4,76%,Air Regional Connect,Hub-Regional,E190
5506,2024-11-12,GRU,SOD,1.7,242.95,388.72,534.49,Normal,23,83%,Air Regional Connect,Hub-Regional,E195
5507,2024-07-17,GRU,CGR,0.9,187.2,299.52,411.84,Alta,11,83%,Air Regional Connect,Hub-Regional,E195
5508,2024-06-02,REC,XAP,1.9,494.61,791.38,1088.14,Alta,36,76%,Air Regional Connect,Hub-Regional,ATR72
5509,2022-03-13,REC,TBT,2.0,483.56,773.7,1063.83,Normal,30,73%,Air Regional Connect,Hub-Regional,E195
5510,2022-10-22,GRU,XAP,1.4,234.04,374.46,514.89,Normal,35,82%,Air Regional Connect,Hub-Regional,CRJ900
5511,2023-09-03,FOR,SLZ,1.1,272.01,435.22,598.42,Normal,3,90%,Air Regional Connect,Hub-Regional,E190
5512,2024-02-17,BSB,XAP,1.0,199.56,319.3,439.03,Normal,38,76%,Air Regional Connect,Hub-Regional,CRJ900
5513,2022-11-14,CXJ,CGB,1.0,220.31,352.5,484.68,Normal,39,71%,Air Regional Connect,Regional-Regional,ATR72
5514,2024-07-09,PVH,SDU,1.3,349.24,558.78,768.33,Alta,44,75%,Air Regional Connect,Regional-Regional,CRJ900
5515,2022-02-19,GRU,BPS,1.1,200.68,321.09,441.5,Normal,11,89%,Air Regional Connect,Hub-Regional,ATR72
5516,2019-03-10,CGR,PVH,2.1,375.45,600.72,825.99,Normal,34,88%,Air Regional Connect,Regional-Regional,CRJ900
5517,2024-09-17,BSB,QDV,1.8,274.56,439.3,604.03,Normal,24,88%,Air Regional Connect,Hub-Regional,E190
5518,2022-08-04,FOR,IGZ,1.7,420.11,672.18,924.24,Normal,12,75%,Air Regional Connect,Hub-Regional,E195
5519,2021-10-01,AJU,PLU,2.2,305.65,489.04,672.43,Normal,26,72%,Air Regional Connect,Regional-Regional,ATR72
5520,2019-10-18,BSB,TBT,1.7,319.07,510.51,701.95,Normal,22,82%,Air Regional Connect,Hub-Regional,ATR72
5521,2023-11-28,REC,RBR,1.6,188.09,300.94,413.8,Normal,11,80%,Air Regional Connect,Hub-Regional,ATR72
5522,2019-04-15,REC,CXJ,1.5,184.12,294.59,405.06,Normal,24,86%,Air Regional Connect,Hub-Regional,E190
5523,2021-07-06,GRU,NVT,2.2,508.23,813.17,1118.11,Alta,10,60%,Air Regional Connect,Hub-Regional,CRJ900
5524,2022-07-22,TBT,RBR,1.6,298.14,477.02,655.91,Alta,44,72%,Air Regional Connect,Regional-Regional,E190
5525,2022-09-28,FOR,VIX,1.5,314.31,502.9,691.48,Normal,14,84%,Air Regional Connect,Hub-Regional,E195
5526,2023-09-27,FOR,RBR,1.4,187.48,299.97,412.46,Normal,36,83%,Air Regional Connect,Hub-Regional,E195
5527,2019-12-03,XAP,CGR,2.4,471.43,754.29,1037.15,Alta,35,80%,Air Regional Connect,Regional-Regional,CRJ900
5528,2024-06-05,FOR,PMW,2.4,622.5,996.0,1369.5,Alta,18,83%,Air Regional Connect,Hub-Regional,CRJ900
5529,2022-03-14,REC,BPS,1.3,297.92,476.67,655.42,Normal,45,88%,Air Regional Connect,Hub-Regional,ATR72
5530,2022-12-24,GRU,SOD,1.1,283.55,453.68,623.81,Alta,28,75%,Air Regional Connect,Hub-Regional,ATR72
5531,2020-04-03,GRU,SLZ,2.4,375.22,600.35,825.48,Normal,31,69%,Air Regional Connect,Hub-Regional,E195
5532,2024-04-07,BSB,CGR,2.3,441.04,705.66,970.29,Normal,21,70%,Air Regional Connect,Hub-Regional,CRJ900
5533,2022-06-04,GRU,PVH,2.3,603.93,966.29,1328.65,Alta,45,78%,Air Regional Connect,Hub-Regional,E190
5534,2024-08-04,POA,CGR,2.5,353.46,565.54,777.61,Normal,43,73%,Air Regional Connect,Hub-Regional,E190
5535,2019-08-27,POA,PVH,1.3,191.5,306.4,421.3,Normal,41,71%,Air Regional Connect,Hub-Regional,ATR72
5536,2022-05-16,GRU,JPA,1.4,201.42,322.27,443.12,Normal,5,76%,Air Regional Connect,Hub-Regional,ATR72
5537,2023-03-05,REC,THE,1.8,215.53,344.85,474.17,Normal,25,82%,Air Regional Connect,Hub-Regional,E195
5538,2021-05-04,POA,THE,2.0,383.66,613.86,844.05,Normal,8,69%,Air Regional Connect,Hub-Regional,ATR72
5539,2022-08-18,BSB,PMW,1.9,306.2,489.92,673.64,Normal,19,75%,Air Regional Connect,Hub-Regional,E190
5540,2019-11-22,GRU,NVT,1.6,319.36,510.98,702.59,Normal,42,87%,Air Regional Connect,Hub-Regional,E190
5541,2020-05-10,BSB,PVH,1.2,128.79,206.06,300.0,Normal,20,58%,Air Regional Connect,Hub-Regional,ATR72
5542,2023-02-04,GRU,UBA,2.1,509.33,814.93,1120.53,Normal,39,88%,Air Regional Connect,Hub-Regional,E195
5543,2019-03-13,REC,SDU,1.0,146.16,233.86,321.55,Normal,18,90%,Air Regional Connect,Hub-Regional,ATR72
5544,2022-01-11,BSB,PLU,2.4,438.93,702.29,965.65,Alta,13,73%,Air Regional Connect,Hub-Regional,E195
5545,2021-12-05,BSB,QDV,1.3,304.16,486.66,669.15,Alta,6,80%,Air Regional Connect,Hub-Regional,E195
5546,2024-04-20,POA,SLZ,1.9,247.16,395.46,543.75,Normal,38,89%,Air Regional Connect,Hub-Regional,E190
5547,2019-06-24,GRU,PLU,1.2,201.29,322.06,442.84,Alta,16,80%,Air Regional Connect,Hub-Regional,E190
5548,2022-10-21,GRU,CGB,1.8,280.53,448.85,617.17,Normal,23,84%,Air Regional Connect,Hub-Regional,E190
5549,2022-12-27,FOR,BPS,1.0,212.8,340.48,468.16,Alta,23,73%,Air Regional Connect,Hub-Regional,E195
5550,2021-04-13,UBA,SOD,1.3,259.21,414.74,570.26,Normal,43,77%,Air Regional Connect,Regional-Regional,E190
5551,2021-06-23,GRU,RBR,1.6,216.51,346.42,476.32,Alta,20,63%,Air Regional Connect,Hub-Regional,ATR72
5552,2022-07-28,BSB,QDV,1.6,336.72,538.75,740.78,Alta,39,74%,Air Regional Connect,Hub-Regional,CRJ900
5553,2020-02-28,FOR,CGR,2.5,501.23,801.97,1102.71,Normal,38,61%,Air Regional Connect,Hub-Regional,E190
5554,2019-08-01,REC,IGZ,2.1,440.99,705.58,970.18,Normal,38,73%,Air Regional Connect,Hub-Regional,ATR72
5555,2021-03-05,BSB,PLU,1.5,294.25,470.8,647.35,Normal,44,64%,Air Regional Connect,Hub-Regional,ATR72
5556,2019-08-04,POA,RBR,1.9,352.9,564.64,776.38,Normal,16,81%,Air Regional Connect,Hub-Regional,E190
5557,2019-02-21,PVH,RBR,1.1,216.11,345.78,475.44,Normal,35,85%,Air Regional Connect,Regional-Regional,CRJ900
5558,2020-07-17,NVT,CGB,0.8,163.93,262.29,360.65,Alta,29,52%,Air Regional Connect,Regional-Regional,ATR72
5559,2023-01-10,REC,QDV,1.5,303.69,485.9,668.12,Alta,18,76%,Air Regional Connect,Hub-Regional,ATR72
5560,2024-09-13,POA,XAP,2.4,433.12,692.99,952.86,Normal,22,83%,Air Regional Connect,Hub-Regional,CRJ900
5561,2019-01-05,REC,BPS,1.7,349.67,559.47,769.27,Alta,30,83%,Air Regional Connect,Hub-Regional,ATR72
5562,2023-08-27,POA,AJU,1.4,168.91,270.26,371.6,Normal,33,70%,Air Regional Connect,Hub-Regional,E195
5563,2019-01-03,GRU,SOD,1.2,265.07,424.11,583.15,Alta,13,77%,Air Regional Connect,Hub-Regional,ATR72
5564,2022-02-21,POA,SDU,1.3,308.71,493.94,679.16,Normal,12,82%,Air Regional Connect,Hub-Regional,ATR72
5565,2022-07-02,REC,PVH,1.9,491.35,786.16,1080.97,Alta,21,76%,Air Regional Connect,Hub-Regional,CRJ900
5566,2020-02-02,POA,NVT,2.1,375.34,600.54,825.75,Normal,18,68%,Air Regional Connect,Hub-Regional,ATR72
5567,2021-06-09,REC,PLU,1.6,426.92,683.07,939.22,Alta,23,63%,Air Regional Connect,Hub-Regional,E195
5568,2021-02-15,FOR,PVH,1.2,165.77,265.23,364.69,Normal,36,72%,Air Regional Connect,Hub-Regional,E195
5569,2023-04-04,POA,BPS,1.0,144.79,231.66,318.54,Normal,21,75%,Air Regional Connect,Hub-Regional,ATR72
5570,2020-06-02,BPS,QDV,2.5,295.14,472.22,649.31,Alta,13,68%,Air Regional Connect,Regional-Regional,E195
5571,2020-06-09,XAP,PVH,2.2,350.96,561.54,772.11,Alta,28,53%,Air Regional Connect,Regional-Regional,E190
5572,2022-12-26,POA,VIX,1.1,242.4,387.84,533.28,Alta,18,88%,Air Regional Connect,Hub-Regional,ATR72
5573,2024-11-01,FOR,CXJ,1.3,299.85,479.76,659.67,Normal,15,89%,Air Regional Connect,Hub-Regional,ATR72
5574,2022-07-15,BSB,PVH,2.0,509.52,815.23,1120.94,Alta,11,78%,Air Regional Connect,Hub-Regional,E195
5575,2023-10-18,REC,BPS,2.4,340.27,544.43,748.59,Normal,34,82%,Air Regional Connect,Hub-Regional,CRJ900
5576,2024-04-23,AJU,VIX,2.4,336.18,537.89,739.6,Normal,30,89%,Air Regional Connect,Regional-Regional,E195
5577,2021-01-05,CGH,RBR,1.8,425.29,680.46,935.64,Alta,37,75%,Air Regional Connect,Regional-Regional,E195
5578,2021-05-25,FOR,SLZ,2.4,460.8,737.28,1013.76,Normal,29,73%,Air Regional Connect,Hub-Regional,E195
5579,2020-08-26,BSB,VIX,2.3,226.99,363.18,499.38,Normal,39,60%,Air Regional Connect,Hub-Regional,E190
5580,2024-07-16,REC,BPS,1.7,285.14,456.22,627.31,Alta,23,71%,Air Regional Connect,Hub-Regional,ATR72
5581,2024-09-28,VIX,AJU,1.1,240.46,384.74,529.01,Normal,34,73%,Air Regional Connect,Regional-Regional,E190
5582,2022-11-21,GRU,NVT,1.9,481.19,769.9,1058.62,Normal,25,73%,Air Regional Connect,Hub-Regional,CRJ900
5583,2023-01-16,FOR,NVT,1.7,356.63,570.61,784.59,Alta,13,74%,Air Regional Connect,Hub-Regional,E190
5584,2019-08-22,FOR,CXJ,2.2,573.24,917.18,1261.13,Normal,26,81%,Air Regional Connect,Hub-Regional,E190
5585,2021-02-05,REC,CGH,1.3,200.48,320.77,441.06,Normal,31,60%,Air Regional Connect,Hub-Regional,E195
5586,2021-07-27,JPA,PLU,1.9,476.29,762.06,1047.84,Alta,18,76%,Air Regional Connect,Regional-Regional,E195
5587,2019-06-07,POA,SOD,1.8,383.91,614.26,844.6,Alta,34,73%,Air Regional Connect,Hub-Regional,E195
5588,2022-06-20,BSB,VIX,2.1,541.87,866.99,1192.11,Alta,23,75%,Air Regional Connect,Hub-Regional,CRJ900
5589,2024-08-17,BSB,CXJ,2.0,445.74,713.18,980.63,Normal,6,71%,Air Regional Connect,Hub-Regional,E190
5590,2021-11-07,POA,CXJ,1.1,163.24,261.18,359.13,Normal,10,67%,Air Regional Connect,Hub-Regional,CRJ900
5591,2022-03-16,FOR,SOD,1.7,366.73,586.77,806.81,Normal,7,83%,Air Regional Connect,Hub-Regional,E190
5592,2023-10-03,PLU,THE,1.2,216.15,345.84,475.53,Normal,12,77%,Air Regional Connect,Regional-Regional,E195
5593,2023-12-09,GRU,PLU,1.8,522.1,835.36,1148.62,Alta,8,85%,Air Regional Connect,Hub-Regional,E190
5594,2021-10-04,QDV,SDU,1.6,197.19,315.5,433.82,Normal,45,61%,Air Regional Connect,Regional-Regional,E190
5595,2022-06-23,FOR,CGB,1.7,417.72,668.35,918.98,Alta,13,82%,Air Regional Connect,Hub-Regional,E195
5596,2019-07-13,POA,UBA,1.2,306.51,490.42,674.32,Alta,18,82%,Air Regional Connect,Hub-Regional,ATR72
5597,2023-04-18,POA,IGZ,2.3,338.58,541.73,744.88,Normal,25,87%,Air Regional Connect,Hub-Regional,E195
5598,2019-08-13,BSB,RBR,2.3,460.82,737.31,1013.8,Normal,43,74%,Air Regional Connect,Hub-Regional,CRJ900
5599,2021-07-01,PLU,CGB,1.8,328.01,524.82,721.62,Alta,28,77%,Air Regional Connect,Regional-Regional,ATR72
5600,2020-02-08,REC,IGZ,1.2,164.49,263.18,361.88,Normal,25,60%,Air Regional Connect,Hub-Regional,E190
5601,2024-06-14,FOR,CGB,1.0,235.72,377.15,518.58,Alta,3,77%,Air Regional Connect,Hub-Regional,E195
5602,2019-10-06,GRU,BPS,2.3,520.59,832.94,1145.3,Normal,31,88%,Air Regional Connect,Hub-Regional,E195
5603,2021-07-08,FOR,BPS,2.1,351.43,562.29,773.15,Alta,30,76%,Air Regional Connect,Hub-Regional,CRJ900
5604,2019-08-05,FOR,TBT,0.9,212.41,339.86,467.3,Normal,30,70%,Air Regional Connect,Hub-Regional,CRJ900
5605,2024-06-28,POA,SDU,0.8,235.2,376.32,517.44,Alta,18,86%,Air Regional Connect,Hub-Regional,CRJ900
5606,2019-07-24,BSB,XAP,1.2,247.5,396.0,544.5,Alta,41,79%,Air Regional Connect,Hub-Regional,E190
5607,2022-01-20,BSB,NVT,1.8,288.63,461.81,634.99,Alta,40,79%,Air Regional Connect,Hub-Regional,E195
5608,2022-01-24,FOR,XAP,2.4,391.81,626.9,861.98,Alta,42,78%,Air Regional Connect,Hub-Regional,CRJ900
5609,2019-01-25,BSB,XAP,2.4,366.28,586.05,805.82,Alta,45,79%,Air Regional Connect,Hub-Regional,E190
5610,2021-10-02,BSB,CGB,2.2,372.45,595.92,819.39,Normal,13,79%,Air Regional Connect,Hub-Regional,ATR72
5611,2019-06-11,FOR,CGR,0.8,183.17,293.07,402.97,Alta,45,83%,Air Regional Connect,Hub-Regional,E190
5612,2021-09-02,GRU,SLZ,2.4,385.32,616.51,847.7,Normal,41,65%,Air Regional Connect,Hub-Regional,E195
5613,2023-07-03,XAP,CGR,1.2,213.14,341.02,468.91,Alta,29,70%,Air Regional Connect,Regional-Regional,E190
